Cycles,Minstret,LD_STALL,JMP_STALL,IMISS,LD,ST,JUMP,BRANCH,BRANCH_TAKEN,COMP_INSTR,PIP_STALL,Packet_Nbre
972,250,9,0,303,28,45,18,50,38,25,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
1001,258,10,0,311,29,46,19,52,39,28,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
1030,266,11,0,319,30,47,20,54,40,31,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1088,282,13,0,335,32,49,22,58,42,37,0,0
1030,266,11,0,319,30,47,20,54,40,31,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1059,274,12,0,327,31,48,21,56,41,34,0,0
972,250,9,0,303,28,45,18,50,38,25,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1001,258,10,0,311,29,46,19,52,39,28,0,0
1088,282,13,0,335,32,49,22,58,42,37,0,0
1088,282,13,0,335,32,49,22,58,42,37,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
981,250,9,0,303,28,45,18,50,38,25,0,0
1088,282,13,0,335,32,49,22,58,42,37,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1059,274,12,0,327,31,48,21,56,41,34,0,0
1030,266,11,0,319,30,47,20,54,40,31,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
972,250,9,0,303,28,45,18,50,38,25,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1001,258,10,0,311,29,46,19,52,39,28,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1059,274,12,0,327,31,48,21,56,41,34,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
972,250,9,0,303,28,45,18,50,38,25,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1089,282,13,0,335,32,49,22,58,42,37,0,0
1001,258,10,0,311,29,46,19,52,39,28,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
972,250,9,0,303,28,45,18,50,38,25,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1088,282,13,0,335,32,49,22,58,42,37,0,0
1088,282,13,0,335,32,49,22,58,42,37,0,0
1059,274,12,0,327,31,48,21,56,41,34,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
972,250,9,0,303,28,45,18,50,38,25,0,0
1059,274,12,0,327,31,48,21,56,41,34,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
972,250,9,0,303,28,45,18,50,38,25,0,0
1110,282,13,0,335,32,49,22,58,42,37,0,0
1061,274,12,0,327,31,48,21,56,41,34,0,0
1017,258,10,0,311,29,46,19,52,39,28,0,0
1020,258,10,0,311,29,46,19,52,39,28,0,0
943,242,8,0,295,27,44,17,48,37,22,0,0
957,242,8,0,295,27,44,17,48,37,22,0,0
943,242,8,0,295,27,44,17,48,37,22,0,0
986,250,9,0,303,28,45,18,50,38,25,0,0
974,250,9,0,303,28,45,18,50,38,25,0,0
1104,282,13,0,335,32,49,22,58,42,37,0,0
988,250,9,0,303,28,45,18,50,38,25,0,0
1003,258,10,0,311,29,46,19,52,39,28,0,0
1046,266,11,0,319,30,47,20,54,40,31,0,0
1221,282,13,0,392,32,49,22,58,42,37,0,0
1453,274,12,0,529,31,48,21,56,41,34,0,0
1187,242,8,0,442,27,44,17,48,37,22,0,0
1236,250,9,0,451,28,45,18,50,38,25,0,0
962,242,8,0,331,27,44,17,48,37,22,0,0
962,242,8,0,314,27,44,17,48,37,22,0,0
972,250,9,0,320,28,45,18,50,38,25,0,0
1059,274,12,0,327,31,48,21,56,41,34,0,0
1056,274,12,0,327,31,48,21,56,41,34,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
969,250,9,0,303,28,45,18,50,38,25,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1085,282,13,0,335,32,49,22,58,42,37,0,0
972,250,9,0,303,28,45,18,50,38,25,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1027,266,11,0,319,30,47,20,54,40,31,0,0
1001,258,10,0,311,29,46,19,52,39,28,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1059,274,12,0,327,31,48,21,56,41,34,0,0
1027,266,11,0,319,30,47,20,54,40,31,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1236,258,10,0,425,29,46,19,52,39,28,0,0
1114,242,8,0,390,27,44,17,48,37,22,0,0
1003,258,10,0,330,29,46,19,52,39,28,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1001,258,10,0,311,29,46,19,52,39,28,0,0
1059,274,12,0,327,31,48,21,56,41,34,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
1088,282,13,0,335,32,49,22,58,42,37,0,0
943,242,8,0,295,27,44,17,48,37,22,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1001,258,10,0,311,29,46,19,52,39,28,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1030,266,11,0,319,30,47,20,54,40,31,0,0
1001,258,10,0,311,29,46,19,52,39,28,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1059,274,12,0,327,31,48,21,56,41,34,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
944,242,8,0,295,27,44,17,48,37,22,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1001,258,10,0,311,29,46,19,52,39,28,0,0
1001,258,10,0,311,29,46,19,52,39,28,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
940,242,8,0,295,27,44,17,48,37,22,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
998,258,10,0,311,29,46,19,52,39,28,0,0
1059,274,12,0,327,31,48,21,56,41,34,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
972,250,9,0,303,28,45,18,50,38,25,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1001,258,10,0,311,29,46,19,52,39,28,0,0
1030,266,11,0,319,30,47,20,54,40,31,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1059,274,12,0,327,31,48,21,56,41,34,0,0
1065,274,12,0,327,31,48,21,56,41,34,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1088,282,13,0,335,32,49,22,58,42,37,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
969,250,9,0,303,28,45,18,50,38,25,0,0
969,250,9,0,303,28,45,18,50,38,25,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1030,266,11,0,319,30,47,20,54,40,31,0,0
1088,282,13,0,335,32,49,22,58,42,37,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
972,250,9,0,303,28,45,18,50,38,25,0,0
1088,282,13,0,335,32,49,22,58,42,37,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1030,266,11,0,319,30,47,20,54,40,31,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1001,258,10,0,311,29,46,19,52,39,28,0,0
1059,274,12,0,327,31,48,21,56,41,34,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
1001,258,10,0,311,29,46,19,52,39,28,0,0
1001,258,10,0,311,29,46,19,52,39,28,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1001,258,10,0,311,29,46,19,52,39,28,0,0
1085,282,13,0,335,32,49,22,58,42,37,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
943,242,8,0,295,27,44,17,48,37,22,0,0
1088,282,13,0,335,32,49,22,58,42,37,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1056,274,12,0,327,31,48,21,56,41,34,0,0
1030,266,11,0,319,30,47,20,54,40,31,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
998,258,10,0,311,29,46,19,52,39,28,0,0
1030,266,11,0,319,30,47,20,54,40,31,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1056,274,12,0,327,31,48,21,56,41,34,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1085,282,13,0,335,32,49,22,58,42,37,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1027,266,11,0,319,30,47,20,54,40,31,0,0
943,242,8,0,295,27,44,17,48,37,22,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1085,282,13,0,335,32,49,22,58,42,37,0,0
1030,266,11,0,319,30,47,20,54,40,31,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1085,282,13,0,335,32,49,22,58,42,37,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1088,282,13,0,335,32,49,22,58,42,37,0,0
1030,266,11,0,319,30,47,20,54,40,31,0,0
1088,282,13,0,335,32,49,22,58,42,37,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1027,266,11,0,319,30,47,20,54,40,31,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1030,266,11,0,319,30,47,20,54,40,31,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1027,266,11,0,319,30,47,20,54,40,31,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1085,282,13,0,335,32,49,22,58,42,37,0,0
1059,274,12,0,327,31,48,21,56,41,34,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
972,250,9,0,303,28,45,18,50,38,25,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1001,258,10,0,311,29,46,19,52,39,28,0,0
1056,274,12,0,327,31,48,21,56,41,34,0,0
1059,274,12,0,327,31,48,21,56,41,34,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
940,242,8,0,295,27,44,17,48,37,22,0,0
1085,282,13,0,335,32,49,22,58,42,37,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
969,250,9,0,303,28,45,18,50,38,25,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1088,282,13,0,335,32,49,22,58,42,37,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
940,242,8,0,295,27,44,17,48,37,22,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1059,274,12,0,327,31,48,21,56,41,34,0,0
1030,266,11,0,319,30,47,20,54,40,31,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
998,258,10,0,311,29,46,19,52,39,28,0,0
940,242,8,0,295,27,44,17,48,37,22,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
969,250,9,0,303,28,45,18,50,38,25,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
972,250,9,0,303,28,45,18,50,38,25,0,0
1059,274,12,0,327,31,48,21,56,41,34,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1056,274,12,0,327,31,48,21,56,41,34,0,0
1010,258,10,0,311,29,46,19,52,39,28,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
972,250,9,0,303,28,45,18,50,38,25,0,0
1088,282,13,0,335,32,49,22,58,42,37,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1088,282,13,0,335,32,49,22,58,42,37,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
943,242,8,0,295,27,44,17,48,37,22,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1088,282,13,0,335,32,49,22,58,42,37,0,0
1088,282,13,0,335,32,49,22,58,42,37,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
972,250,9,0,303,28,45,18,50,38,25,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1001,258,10,0,311,29,46,19,52,39,28,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1056,274,12,0,327,31,48,21,56,41,34,0,0
943,242,8,0,295,27,44,17,48,37,22,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1088,282,13,0,335,32,49,22,58,42,37,0,0
1056,274,12,0,327,31,48,21,56,41,34,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
972,250,9,0,303,28,45,18,50,38,25,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
972,250,9,0,303,28,45,18,50,38,25,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1001,258,10,0,311,29,46,19,52,39,28,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
943,242,8,0,295,27,44,17,48,37,22,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
940,242,8,0,295,27,44,17,48,37,22,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
969,250,9,0,303,28,45,18,50,38,25,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1089,282,13,0,335,32,49,22,58,42,37,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1059,274,12,0,327,31,48,21,56,41,34,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1001,258,10,0,311,29,46,19,52,39,28,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1001,258,10,0,311,29,46,19,52,39,28,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
972,250,9,0,303,28,45,18,50,38,25,0,0
1030,266,11,0,319,30,47,20,54,40,31,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
998,258,10,0,311,29,46,19,52,39,28,0,0
1088,282,13,0,335,32,49,22,58,42,37,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
940,242,8,0,295,27,44,17,48,37,22,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1030,266,11,0,319,30,47,20,54,40,31,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
972,250,9,0,303,28,45,18,50,38,25,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
1030,266,11,0,319,30,47,20,54,40,31,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
943,242,8,0,295,27,44,17,48,37,22,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1059,274,12,0,327,31,48,21,56,41,34,0,0
1085,282,13,0,335,32,49,22,58,42,37,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
1059,274,12,0,327,31,48,21,56,41,34,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
1042,274,12,0,327,31,48,21,56,41,34,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
926,242,8,0,295,27,44,17,48,37,22,0,0
943,242,8,0,295,27,44,17,48,37,22,0,0
955,250,9,0,303,28,45,18,50,38,25,0,0
940,242,8,0,295,27,44,17,48,37,22,0,0
998,258,10,0,311,29,46,19,52,39,28,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1085,282,13,0,335,32,49,22,58,42,37,0,0
1001,258,10,0,311,29,46,19,52,39,28,0,0
984,258,10,0,311,29,46,19,52,39,28,0,0
940,242,8,0,295,27,44,17,48,37,22,0,0
1013,266,11,0,319,30,47,20,54,40,31,0,0
1071,282,13,0,335,32,49,22,58,42,37,0,0
