Cycles,Minstret,LD_STALL,JMP_STALL,IMISS,LD,ST,JUMP,BRANCH,BRANCH_TAKEN,COMP_INSTR,PIP_STALL,Packet_Nbre
1734,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1589,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1473,379,17,0,432,49,66,26,79,59,49,0,stack_overflow
1531,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1647,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1502,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1618,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1531,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1560,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1520,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1531,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1693,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1589,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1548,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1722,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1705,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1589,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1560,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1589,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1473,379,17,0,432,49,66,26,79,59,49,0,stack_overflow
1734,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1705,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1502,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1618,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1560,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1676,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1734,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1647,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1618,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1531,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1560,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1531,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1502,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1618,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1734,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1618,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1589,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1734,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1560,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1647,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1531,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1635,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1664,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1548,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1591,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1577,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1548,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1598,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1694,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1509,379,17,0,432,49,66,26,79,59,49,0,stack_overflow
1538,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1509,379,17,0,432,49,66,26,79,59,49,0,stack_overflow
1683,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1940,435,24,0,602,56,73,33,93,66,70,0,stack_overflow
2141,387,17,0,755,50,67,27,81,60,52,0,stack_overflow
2577,451,25,0,931,58,75,35,97,68,76,0,stack_overflow
1581,395,19,0,481,51,68,28,83,61,55,0,stack_overflow
1461,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1461,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1606,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1652,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1577,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1519,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1632,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1487,379,17,0,432,49,66,26,79,59,49,0,stack_overflow
2553,443,25,0,914,57,74,34,95,67,73,0,stack_overflow
1892,427,23,0,611,55,72,32,91,65,67,0,stack_overflow
1490,379,17,0,449,49,66,26,79,59,49,0,stack_overflow
1473,379,17,0,432,49,66,26,79,59,49,0,stack_overflow
1519,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1461,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1693,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1519,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1577,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1606,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1722,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1635,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1647,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1607,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1561,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1461,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1548,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1693,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1681,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1722,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1739,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1577,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1461,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1577,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1461,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1623,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1461,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1693,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1652,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1751,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1681,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1606,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1739,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1577,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1548,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1632,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1682,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1516,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1640,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1620,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1461,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1461,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1548,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1531,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1531,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1649,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1548,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1490,379,17,0,432,49,66,26,79,59,49,0,stack_overflow
1693,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1606,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1461,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1693,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1548,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1461,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1768,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1693,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1574,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1632,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1647,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1676,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1444,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1734,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1531,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1560,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1647,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1710,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1635,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1516,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1533,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1519,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1632,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1574,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1649,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1632,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1707,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1751,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1560,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1536,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1647,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1589,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1444,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1444,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1560,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1618,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1444,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1734,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1502,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1519,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1719,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1562,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1748,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1560,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1647,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1560,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1473,379,17,0,432,49,66,26,79,59,49,0,stack_overflow
1685,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1603,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1647,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1705,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1676,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1734,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1502,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1649,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1661,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1765,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1531,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1577,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1461,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1736,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1502,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1647,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1752,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1722,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1577,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1751,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1751,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1722,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1548,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1693,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1632,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1719,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1502,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1765,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1722,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1618,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1502,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1618,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1589,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1444,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1705,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1531,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1531,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1618,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1647,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1502,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1751,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1577,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1458,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1748,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1722,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1734,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1560,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1668,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1589,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1502,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1548,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1620,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1690,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1497,379,17,0,432,49,66,26,79,59,49,0,stack_overflow
1519,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1562,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1736,443,25,0,513,57,74,34,95,67,73,0,stack_overflow
1779,443,25,0,539,57,74,34,95,67,73,0,stack_overflow
1767,443,25,0,541,57,74,34,95,67,73,0,stack_overflow
1819,451,26,0,541,58,75,35,97,68,76,0,stack_overflow
1492,371,16,0,441,48,65,25,77,58,46,0,stack_overflow
1681,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1461,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1739,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1693,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1516,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1693,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1603,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1751,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1487,379,17,0,432,49,66,26,79,59,49,0,stack_overflow
1661,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1603,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1548,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1622,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1591,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1490,379,17,0,432,49,66,26,79,59,49,0,stack_overflow
1693,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1710,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1490,379,17,0,432,49,66,26,79,59,49,0,stack_overflow
1473,379,17,0,432,49,66,26,79,59,49,0,stack_overflow
1589,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1647,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1734,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1531,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1654,419,22,0,491,54,71,31,89,64,64,0,stack_overflow
1784,451,26,0,537,58,75,35,97,68,76,0,stack_overflow
1800,443,25,0,557,57,74,34,95,67,73,0,stack_overflow
1554,379,17,0,496,49,66,26,79,59,49,0,stack_overflow
1510,371,16,0,476,48,65,25,77,58,46,0,stack_overflow
1503,371,16,0,469,48,65,25,77,58,46,0,stack_overflow
1619,403,20,0,501,52,69,29,85,62,58,0,stack_overflow
1619,403,20,0,501,52,69,29,85,62,58,0,stack_overflow
1537,379,17,0,465,49,66,26,79,59,49,0,stack_overflow
1635,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1594,403,20,0,473,52,69,29,85,62,58,0,stack_overflow
1754,435,24,0,535,56,73,33,93,66,70,0,stack_overflow
1582,387,18,0,492,50,67,27,81,60,52,0,stack_overflow
1561,387,18,0,471,50,67,27,81,60,52,0,stack_overflow
1561,387,18,0,485,50,67,27,81,60,52,0,stack_overflow
1591,403,20,0,487,52,69,29,85,62,58,0,stack_overflow
1653,411,21,0,497,53,70,30,87,63,61,0,stack_overflow
1751,451,26,0,521,58,75,35,97,68,76,0,stack_overflow
1712,435,24,0,507,56,73,33,93,66,70,0,stack_overflow
1722,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1519,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1519,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1444,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1635,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1635,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1577,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1520,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1461,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1722,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1739,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1751,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1490,379,17,0,432,49,66,26,79,59,49,0,stack_overflow
1594,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1635,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1710,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1519,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1490,379,17,0,432,49,66,26,79,59,49,0,stack_overflow
1751,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1565,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1664,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1548,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1548,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1519,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1748,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1678,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1664,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1606,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1519,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1707,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1606,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1577,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1751,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1548,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1768,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1490,379,17,0,432,49,66,26,79,59,49,0,stack_overflow
1739,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1664,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1739,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1635,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1768,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1693,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1458,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1661,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1722,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1474,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1548,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1548,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1490,379,17,0,432,49,66,26,79,59,49,0,stack_overflow
1574,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1461,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1461,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1535,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1693,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1765,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1461,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1635,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1461,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1714,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1722,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1533,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1577,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1606,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1739,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1490,379,17,0,432,49,66,26,79,59,49,0,stack_overflow
1577,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1739,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1693,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1739,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1490,379,17,0,432,49,66,26,79,59,49,0,stack_overflow
1635,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1458,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1635,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1565,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1664,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1548,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1461,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1519,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1594,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1751,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1577,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1722,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1606,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1652,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1519,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1722,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1620,411,21,0,464,53,70,30,87,63,61,0,stack_overflow
1664,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1519,387,18,0,440,50,67,27,81,60,52,0,stack_overflow
1707,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1651,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1577,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1591,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1577,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1461,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1635,419,22,0,472,54,71,31,89,64,64,0,stack_overflow
1490,379,17,0,432,49,66,26,79,59,49,0,stack_overflow
1594,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1461,371,16,0,424,48,65,25,77,58,46,0,stack_overflow
1548,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1693,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1681,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1548,395,19,0,448,51,68,28,83,61,55,0,stack_overflow
1722,443,25,0,496,57,74,34,95,67,73,0,stack_overflow
1664,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1694,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1710,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1577,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1490,379,17,0,432,49,66,26,79,59,49,0,stack_overflow
1490,379,17,0,432,49,66,26,79,59,49,0,stack_overflow
1591,403,20,0,456,52,69,29,85,62,58,0,stack_overflow
1751,451,26,0,504,58,75,35,97,68,76,0,stack_overflow
1707,435,24,0,488,56,73,33,93,66,70,0,stack_overflow
1664,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1678,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
1664,427,23,0,480,55,72,32,91,65,67,0,stack_overflow
