Packet_Nbre,Cycle,Cycles,Minstret,JMP_STALL,IMISS,LD,ST,JUMP,BRANCH,BRANCH_TAKEN,COMP_INSTR,PIP_STALL
1,39745,39745,12953,439,21,12550,2060,1779,1283,1949,1075,8828
1,42333,42333,13801,463,25,13413,2200,1915,1339,2093,1135,9340
1,42419,42419,14013,469,26,13354,2235,1949,1353,2129,1150,9468
1,39043,39043,12741,433,20,12295,2025,1745,1269,1913,1060,8700
1,40329,40329,13165,445,22,12438,2095,1813,1297,1985,1090,8956
1,39615,39615,13165,445,22,12371,2095,1813,1297,1985,1090,8956
1,41430,41430,13801,463,25,12957,2200,1915,1339,2093,1135,9340
1,39579,39579,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,40196,40196,13377,451,23,12555,2130,1847,1311,2021,1105,9084
1,37728,37728,12529,427,19,11751,1990,1711,1255,1877,1045,8572
1,41501,41501,13589,457,24,13086,2165,1881,1325,2057,1120,9212
1,43000,43000,14013,469,26,13645,2235,1949,1353,2129,1150,9468
1,38413,38413,12529,427,19,12100,1990,1711,1255,1877,1045,8572
1,41005,41005,13377,451,23,12952,2130,1847,1311,2021,1105,9084
1,40936,40936,13377,451,23,12929,2130,1847,1311,2021,1105,9084
1,37922,37922,12529,427,19,11854,1990,1711,1255,1877,1045,8572
1,37128,37128,12317,421,18,11567,1955,1677,1241,1841,1030,8444
1,36945,36945,12105,415,17,11567,1920,1643,1227,1805,1015,8316
1,39059,39059,12741,433,20,12297,2025,1745,1269,1913,1060,8700
1,43610,43610,14225,475,27,13390,2270,1983,1367,2165,1165,9596
1,36709,36709,12105,415,17,11349,1920,1643,1227,1805,1015,8316
1,42065,42065,13801,463,25,13245,2200,1915,1339,2093,1135,9340
1,41617,41617,13589,457,24,13158,2165,1881,1325,2057,1120,9212
1,41018,41018,13377,451,23,12961,2130,1847,1311,2021,1105,9084
1,38439,38439,12529,427,19,12108,1990,1711,1255,1877,1045,8572
1,41489,41489,13589,457,24,13092,2165,1881,1325,2057,1120,9212
1,39740,39740,13165,445,22,12433,2095,1813,1297,1985,1090,8956
1,39794,39794,13165,445,22,12453,2095,1813,1297,1985,1090,8956
1,40943,40943,13589,457,24,12835,2165,1881,1325,2057,1120,9212
1,40213,40213,13377,451,23,12572,2130,1847,1311,2021,1105,9084
1,42760,42760,14225,475,27,13390,2270,1983,1367,2165,1165,9596
1,37272,37272,12317,421,18,11629,1955,1677,1241,1841,1030,8444
1,40357,40357,13377,451,23,12634,2130,1847,1311,2021,1105,9084
1,40312,40312,13377,451,23,12620,2130,1847,1311,2021,1105,9084
1,37796,37796,12529,427,19,11785,1990,1711,1255,1877,1045,8572
1,37258,37258,12317,421,18,11615,1955,1677,1241,1841,1030,8444
1,37272,37272,12317,421,18,11629,1955,1677,1241,1841,1030,8444
1,37889,37889,12529,427,19,11830,1990,1711,1255,1877,1045,8572
1,37272,37272,12317,421,18,11629,1955,1677,1241,1841,1030,8444
1,39149,39149,12953,439,21,12244,2060,1779,1283,1949,1075,8828
1,42845,42845,14225,475,27,13455,2270,1983,1367,2165,1165,9596
1,38461,38461,12741,433,20,12018,2025,1745,1269,1913,1060,8700
1,42681,42681,14225,475,27,13376,2270,1983,1367,2165,1165,9596
1,40813,40813,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,38345,38345,12741,433,20,11952,2025,1745,1269,1913,1060,8700
1,37111,37111,12317,421,18,11550,1955,1677,1241,1841,1030,8444
1,40813,40813,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,40196,40196,13377,451,23,12555,2130,1847,1311,2021,1105,9084
1,36494,36494,12105,415,17,11349,1920,1643,1227,1805,1015,8316
1,41563,41563,13801,463,25,13005,2200,1915,1339,2093,1135,9340
1,42873,42873,14225,475,27,13452,2270,1983,1367,2165,1165,9596
1,40376,40376,13377,451,23,12653,2130,1847,1311,2021,1105,9084
1,40376,40376,13377,451,23,12634,2130,1847,1311,2021,1105,9084
1,37889,37889,12529,427,19,11830,1990,1711,1255,1877,1045,8572
1,42746,42746,14225,475,27,13407,2270,1983,1367,2165,1165,9596
1,42281,42281,14013,469,26,13257,2235,1949,1353,2129,1150,9468
1,41062,41062,13377,451,23,13011,2130,1847,1311,2021,1105,9084
1,42996,42996,14013,469,26,13625,2235,1949,1353,2129,1150,9468
1,37776,37776,12317,421,18,11882,1955,1677,1241,1841,1030,8444
1,38315,38315,12529,427,19,12030,1990,1711,1255,1877,1045,8572
1,42775,42775,14225,475,27,13421,2270,1983,1367,2165,1165,9596
1,38491,38491,12741,433,20,12002,2025,1745,1269,1913,1060,8700
1,37223,37223,12317,421,18,11598,1955,1677,1241,1841,1030,8444
1,37207,37207,12317,421,18,11567,1955,1677,1241,1841,1030,8444
1,40291,40291,13377,451,23,12586,2130,1847,1311,2021,1105,9084
1,37826,37826,12529,427,19,11765,1990,1711,1255,1877,1045,8572
1,42190,42190,14013,469,26,13189,2235,1949,1353,2129,1150,9468
1,40875,40875,13589,457,24,12770,2165,1881,1325,2057,1120,9212
1,40311,40311,13377,451,23,12583,2130,1847,1311,2021,1105,9084
1,38412,38412,12741,433,20,11983,2025,1745,1269,1913,1060,8700
1,40847,40847,13589,457,24,12773,2165,1881,1325,2057,1120,9212
1,38877,38877,12741,433,20,12221,2025,1745,1269,1913,1060,8700
1,42151,42151,14013,469,26,13194,2235,1949,1353,2129,1150,9468
1,42098,42098,14013,469,26,13175,2235,1949,1353,2129,1150,9468
1,40813,40813,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,40813,40813,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,37728,37728,12529,427,19,11751,1990,1711,1255,1877,1045,8572
1,36511,36511,12105,415,17,11349,1920,1643,1227,1805,1015,8316
1,39658,39658,13165,445,22,12385,2095,1813,1297,1985,1090,8956
1,38441,38441,12741,433,20,11997,2025,1745,1269,1913,1060,8700
1,40909,40909,13589,457,24,12801,2165,1881,1325,2057,1120,9212
1,39706,39706,13165,445,22,12413,2095,1813,1297,1985,1090,8956
1,37204,37204,12317,421,18,11581,1955,1677,1241,1841,1030,8444
1,40878,40878,13589,457,24,12773,2165,1881,1325,2057,1120,9212
1,39691,39691,13165,445,22,12382,2095,1813,1297,1985,1090,8956
1,39055,39055,12953,439,21,12198,2060,1779,1283,1949,1075,8828
1,39682,39682,13165,445,22,12399,2095,1813,1297,1985,1090,8956
1,41540,41540,13801,463,25,13002,2200,1915,1339,2093,1135,9340
1,41509,41509,13801,463,25,13002,2200,1915,1339,2093,1135,9340
1,37193,37193,12317,421,18,11581,1955,1677,1241,1841,1030,8444
1,41512,41512,13801,463,25,12988,2200,1915,1339,2093,1135,9340
1,38362,38362,12741,433,20,11969,2025,1745,1269,1913,1060,8700
1,37128,37128,12317,421,18,11550,1955,1677,1241,1841,1030,8444
1,39596,39596,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,39579,39579,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,40247,40247,13377,451,23,12555,2130,1847,1311,2021,1105,9084
1,39013,39013,12953,439,21,12153,2060,1779,1283,1949,1075,8828
1,38996,38996,12953,439,21,12153,2060,1779,1283,1949,1075,8828
1,38996,38996,12953,439,21,12153,2060,1779,1283,1949,1075,8828
1,37745,37745,12529,427,19,11751,1990,1711,1255,1877,1045,8572
1,42681,42681,14225,475,27,13359,2270,1983,1367,2165,1165,9596
1,42081,42081,14013,469,26,13158,2235,1949,1353,2129,1150,9468
1,38362,38362,12741,433,20,11952,2025,1745,1269,1913,1060,8700
1,42081,42081,14013,469,26,13158,2235,1949,1353,2129,1150,9468
1,38362,38362,12741,433,20,11952,2025,1745,1269,1913,1060,8700
1,42709,42709,14225,475,27,13359,2270,1983,1367,2165,1165,9596
1,38992,38992,12953,439,21,12153,2060,1779,1283,1949,1075,8828
1,40213,40213,13377,451,23,12555,2130,1847,1311,2021,1105,9084
1,42698,42698,14225,475,27,13359,2270,1983,1367,2165,1165,9596
1,37128,37128,12317,421,18,11550,1955,1677,1241,1841,1030,8444
1,40830,40830,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,37128,37128,12317,421,18,11550,1955,1677,1241,1841,1030,8444
1,40847,40847,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,37745,37745,12529,427,19,11751,1990,1711,1255,1877,1045,8572
1,37745,37745,12529,427,19,11751,1990,1711,1255,1877,1045,8572
1,38995,38995,12953,439,21,12153,2060,1779,1283,1949,1075,8828
1,37128,37128,12317,421,18,11550,1955,1677,1241,1841,1030,8444
1,41464,41464,13801,463,25,12957,2200,1915,1339,2093,1135,9340
1,41447,41447,13801,463,25,12957,2200,1915,1339,2093,1135,9340
1,37763,37763,12529,427,19,11751,1990,1711,1255,1877,1045,8572
1,42681,42681,14225,475,27,13359,2270,1983,1367,2165,1165,9596
1,39579,39579,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,37745,37745,12529,427,19,11751,1990,1711,1255,1877,1045,8572
1,42064,42064,14013,469,26,13158,2235,1949,1353,2129,1150,9468
1,42064,42064,14013,469,26,13158,2235,1949,1353,2129,1150,9468
1,39596,39596,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,42081,42081,14013,469,26,13158,2235,1949,1353,2129,1150,9468
1,40247,40247,13377,451,23,12555,2130,1847,1311,2021,1105,9084
1,42749,42749,14225,475,27,13359,2270,1983,1367,2165,1165,9596
1,39047,39047,12953,439,21,12153,2060,1779,1283,1949,1075,8828
1,38447,38447,12741,433,20,11952,2025,1745,1269,1913,1060,8700
1,42848,42848,14225,475,27,13359,2270,1983,1367,2165,1165,9596
1,38461,38461,12741,433,20,11952,2025,1745,1269,1913,1060,8700
1,40912,40912,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,42096,42096,13801,463,25,12957,2200,1915,1339,2093,1135,9340
1,42098,42098,14013,469,26,13158,2235,1949,1353,2129,1150,9468
1,36511,36511,12105,415,17,11349,1920,1643,1227,1805,1015,8316
1,40847,40847,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,40213,40213,13377,451,23,12555,2130,1847,1311,2021,1105,9084
1,40230,40230,13377,451,23,12555,2130,1847,1311,2021,1105,9084
1,42064,42064,14013,469,26,13158,2235,1949,1353,2129,1150,9468
1,40847,40847,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,36511,36511,12105,415,17,11349,1920,1643,1227,1805,1015,8316
1,42681,42681,14225,475,27,13359,2270,1983,1367,2165,1165,9596
1,36511,36511,12105,415,17,11349,1920,1643,1227,1805,1015,8316
1,39596,39596,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,42698,42698,14225,475,27,13359,2270,1983,1367,2165,1165,9596
1,40213,40213,13377,451,23,12555,2130,1847,1311,2021,1105,9084
1,42081,42081,14013,469,26,13158,2235,1949,1353,2129,1150,9468
1,38979,38979,12953,439,21,12153,2060,1779,1283,1949,1075,8828
1,37128,37128,12317,421,18,11550,1955,1677,1241,1841,1030,8444
1,39613,39613,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,40830,40830,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,40213,40213,13377,451,23,12555,2130,1847,1311,2021,1105,9084
1,40847,40847,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,38362,38362,12741,433,20,11952,2025,1745,1269,1913,1060,8700
1,42698,42698,14225,475,27,13359,2270,1983,1367,2165,1165,9596
1,39596,39596,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,36511,36511,12105,415,17,11349,1920,1643,1227,1805,1015,8316
1,36511,36511,12105,415,17,11349,1920,1643,1227,1805,1015,8316
1,40830,40830,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,40847,40847,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,42698,42698,14225,475,27,13359,2270,1983,1367,2165,1165,9596
1,38362,38362,12741,433,20,11952,2025,1745,1269,1913,1060,8700
1,37745,37745,12529,427,19,11751,1990,1711,1255,1877,1045,8572
1,39596,39596,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,38362,38362,12741,433,20,11952,2025,1745,1269,1913,1060,8700
1,39625,39625,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,42693,42693,14225,475,27,13359,2270,1983,1367,2165,1165,9596
1,41477,41477,13801,463,25,12957,2200,1915,1339,2093,1135,9340
1,40830,40830,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,36511,36511,12105,415,17,11349,1920,1643,1227,1805,1015,8316
1,42698,42698,14225,475,27,13359,2270,1983,1367,2165,1165,9596
1,37745,37745,12529,427,19,11751,1990,1711,1255,1877,1045,8572
1,37128,37128,12317,421,18,11550,1955,1677,1241,1841,1030,8444
1,39596,39596,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,42698,42698,14225,475,27,13359,2270,1983,1367,2165,1165,9596
1,42081,42081,14013,469,26,13158,2235,1949,1353,2129,1150,9468
1,38362,38362,12741,433,20,11952,2025,1745,1269,1913,1060,8700
1,42064,42064,14013,469,26,13158,2235,1949,1353,2129,1150,9468
1,37745,37745,12529,427,19,11751,1990,1711,1255,1877,1045,8572
1,40857,40857,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,36511,36511,12105,415,17,11349,1920,1643,1227,1805,1015,8316
1,36511,36511,12105,415,17,11349,1920,1643,1227,1805,1015,8316
1,40213,40213,13377,451,23,12555,2130,1847,1311,2021,1105,9084
1,37745,37745,12529,427,19,11751,1990,1711,1255,1877,1045,8572
1,41464,41464,13801,463,25,12957,2200,1915,1339,2093,1135,9340
1,38979,38979,12953,439,21,12153,2060,1779,1283,1949,1075,8828
1,37745,37745,12529,427,19,11751,1990,1711,1255,1877,1045,8572
1,39613,39613,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,40830,40830,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,37128,37128,12317,421,18,11550,1955,1677,1241,1841,1030,8444
1,42081,42081,14013,469,26,13158,2235,1949,1353,2129,1150,9468
1,38362,38362,12741,433,20,11952,2025,1745,1269,1913,1060,8700
1,42681,42681,14225,475,27,13359,2270,1983,1367,2165,1165,9596
1,39613,39613,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,36511,36511,12105,415,17,11349,1920,1643,1227,1805,1015,8316
1,39596,39596,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,37745,37745,12529,427,19,11751,1990,1711,1255,1877,1045,8572
1,40230,40230,13377,451,23,12555,2130,1847,1311,2021,1105,9084
1,37745,37745,12529,427,19,11751,1990,1711,1255,1877,1045,8572
1,38979,38979,12953,439,21,12153,2060,1779,1283,1949,1075,8828
1,42698,42698,14225,475,27,13359,2270,1983,1367,2165,1165,9596
1,41447,41447,13801,463,25,12957,2200,1915,1339,2093,1135,9340
1,40830,40830,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,37762,37762,12529,427,19,11751,1990,1711,1255,1877,1045,8572
1,40213,40213,13377,451,23,12555,2130,1847,1311,2021,1105,9084
1,42081,42081,14013,469,26,13158,2235,1949,1353,2129,1150,9468
1,41447,41447,13801,463,25,12957,2200,1915,1339,2093,1135,9340
1,37128,37128,12317,421,18,11550,1955,1677,1241,1841,1030,8444
1,42698,42698,14225,475,27,13359,2270,1983,1367,2165,1165,9596
1,40830,40830,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,42081,42081,14013,469,26,13158,2235,1949,1353,2129,1150,9468
1,39596,39596,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,40831,40831,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,39613,39613,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,40213,40213,13377,451,23,12555,2130,1847,1311,2021,1105,9084
1,38362,38362,12741,433,20,11952,2025,1745,1269,1913,1060,8700
1,41464,41464,13801,463,25,12957,2200,1915,1339,2093,1135,9340
1,39596,39596,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,40847,40847,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,42064,42064,14013,469,26,13158,2235,1949,1353,2129,1150,9468
1,37128,37128,12317,421,18,11550,1955,1677,1241,1841,1030,8444
1,41464,41464,13801,463,25,12957,2200,1915,1339,2093,1135,9340
1,38362,38362,12741,433,20,11952,2025,1745,1269,1913,1060,8700
1,42698,42698,14225,475,27,13359,2270,1983,1367,2165,1165,9596
1,41447,41447,13801,463,25,12957,2200,1915,1339,2093,1135,9340
1,42698,42698,14225,475,27,13359,2270,1983,1367,2165,1165,9596
1,40830,40830,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,38979,38979,12953,439,21,12153,2060,1779,1283,1949,1075,8828
1,37128,37128,12317,421,18,11550,1955,1677,1241,1841,1030,8444
1,38379,38379,12741,433,20,11952,2025,1745,1269,1913,1060,8700
1,39596,39596,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,42698,42698,14225,475,27,13359,2270,1983,1367,2165,1165,9596
1,40830,40830,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,39596,39596,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,42081,42081,14013,469,26,13158,2235,1949,1353,2129,1150,9468
1,36511,36511,12105,415,17,11349,1920,1643,1227,1805,1015,8316
1,41447,41447,13801,463,25,12957,2200,1915,1339,2093,1135,9340
1,38379,38379,12741,433,20,11952,2025,1745,1269,1913,1060,8700
1,39596,39596,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,42064,42064,14013,469,26,13158,2235,1949,1353,2129,1150,9468
1,40246,40246,13377,451,23,12555,2130,1847,1311,2021,1105,9084
1,37128,37128,12317,421,18,11550,1955,1677,1241,1841,1030,8444
1,37128,37128,12317,421,18,11550,1955,1677,1241,1841,1030,8444
1,40213,40213,13377,451,23,12555,2130,1847,1311,2021,1105,9084
1,39616,39616,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,37140,37140,12317,421,18,11550,1955,1677,1241,1841,1030,8444
1,40830,40830,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,40847,40847,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,40830,40830,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,42081,42081,14013,469,26,13158,2235,1949,1353,2129,1150,9468
1,42681,42681,14225,475,27,13359,2270,1983,1367,2165,1165,9596
1,39596,39596,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,38379,38379,12741,433,20,11952,2025,1745,1269,1913,1060,8700
1,38979,38979,12953,439,21,12153,2060,1779,1283,1949,1075,8828
1,38362,38362,12741,433,20,11952,2025,1745,1269,1913,1060,8700
1,41464,41464,13801,463,25,12957,2200,1915,1339,2093,1135,9340
1,38362,38362,12741,433,20,11952,2025,1745,1269,1913,1060,8700
1,40213,40213,13377,451,23,12555,2130,1847,1311,2021,1105,9084
1,37128,37128,12317,421,18,11550,1955,1677,1241,1841,1030,8444
1,39613,39613,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,40830,40830,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,38979,38979,12953,439,21,12153,2060,1779,1283,1949,1075,8828
1,40230,40230,13377,451,23,12555,2130,1847,1311,2021,1105,9084
1,38362,38362,12741,433,20,11952,2025,1745,1269,1913,1060,8700
1,39596,39596,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,40847,40847,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,40213,40213,13377,451,23,12555,2130,1847,1311,2021,1105,9084
1,39596,39596,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,42705,42705,14225,475,27,13359,2270,1983,1367,2165,1165,9596
1,38992,38992,12953,439,21,12153,2060,1779,1283,1949,1075,8828
1,36511,36511,12105,415,17,11349,1920,1643,1227,1805,1015,8316
1,37128,37128,12317,421,18,11550,1955,1677,1241,1841,1030,8444
1,37128,37128,12317,421,18,11550,1955,1677,1241,1841,1030,8444
1,42081,42081,14013,469,26,13158,2235,1949,1353,2129,1150,9468
1,42064,42064,14013,469,26,13158,2235,1949,1353,2129,1150,9468
1,38996,38996,12953,439,21,12153,2060,1779,1283,1949,1075,8828
1,36511,36511,12105,415,17,11349,1920,1643,1227,1805,1015,8316
1,38979,38979,12953,439,21,12153,2060,1779,1283,1949,1075,8828
1,42064,42064,14013,469,26,13158,2235,1949,1353,2129,1150,9468
1,38996,38996,12953,439,21,12153,2060,1779,1283,1949,1075,8828
1,38979,38979,12953,439,21,12153,2060,1779,1283,1949,1075,8828
1,39596,39596,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,38362,38362,12741,433,20,11952,2025,1745,1269,1913,1060,8700
1,41464,41464,13801,463,25,12957,2200,1915,1339,2093,1135,9340
1,39596,39596,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,38374,38374,12741,433,20,11952,2025,1745,1269,1913,1060,8700
1,37128,37128,12317,421,18,11550,1955,1677,1241,1841,1030,8444
1,38996,38996,12953,439,21,12153,2060,1779,1283,1949,1075,8828
1,36511,36511,12105,415,17,11349,1920,1643,1227,1805,1015,8316
1,41447,41447,13801,463,25,12957,2200,1915,1339,2093,1135,9340
1,39613,39613,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,37745,37745,12529,427,19,11751,1990,1711,1255,1877,1045,8572
1,39596,39596,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,36511,36511,12105,415,17,11349,1920,1643,1227,1805,1015,8316
1,39596,39596,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,40230,40230,13377,451,23,12555,2130,1847,1311,2021,1105,9084
1,38362,38362,12741,433,20,11952,2025,1745,1269,1913,1060,8700
1,40830,40830,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,38329,38329,12529,427,19,12034,1990,1711,1255,1877,1045,8572
1,43744,43744,14225,475,27,13913,2270,1983,1367,2165,1165,9596
1,37387,37387,12317,421,18,11678,1955,1677,1241,1841,1030,8444
1,38427,38427,12741,433,20,11983,2025,1745,1269,1913,1060,8700
1,39595,39595,12953,439,21,12450,2060,1779,1283,1949,1075,8828
1,39595,39595,12953,431,21,12476,2060,1779,1283,1949,1075,8828
1,42149,42149,14013,468,26,13209,2235,1949,1353,2129,1150,9468
1,43079,43079,14225,475,27,13557,2270,1983,1367,2165,1165,9596
1,37842,37842,12317,421,18,11941,1955,1677,1241,1841,1030,8444
1,41129,41129,13589,457,24,12906,2165,1881,1325,2057,1120,9212
1,38415,38415,12741,433,20,11971,2025,1745,1269,1913,1060,8700
1,42914,42914,14013,469,26,13504,2235,1949,1353,2129,1150,9468
1,43412,43412,14225,475,27,13411,2270,1983,1367,2165,1165,9596
1,40864,40864,13589,457,24,12766,2165,1881,1325,2057,1120,9212
1,40847,40847,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,40213,40213,13377,451,23,12555,2130,1847,1311,2021,1105,9084
1,37745,37745,12529,427,19,11751,1990,1711,1255,1877,1045,8572
1,38979,38979,12953,439,21,12153,2060,1779,1283,1949,1075,8828
1,40230,40230,13377,451,23,12555,2130,1847,1311,2021,1105,9084
1,38979,38979,12953,439,21,12153,2060,1779,1283,1949,1075,8828
1,40847,40847,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,39596,39596,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,38979,38979,12953,439,21,12153,2060,1779,1283,1949,1075,8828
1,42081,42081,14013,469,26,13158,2235,1949,1353,2129,1150,9468
1,41447,41447,13801,463,25,12957,2200,1915,1339,2093,1135,9340
1,39596,39596,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,41464,41464,13801,463,25,12957,2200,1915,1339,2093,1135,9340
1,42698,42698,14225,475,27,13359,2270,1983,1367,2165,1165,9596
1,42064,42064,14013,469,26,13158,2235,1949,1353,2129,1150,9468
1,38979,38979,12953,439,21,12153,2060,1779,1283,1949,1075,8828
1,39613,39613,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,39596,39596,13165,445,22,12354,2095,1813,1297,1985,1090,8956
1,36511,36511,12105,415,17,11349,1920,1643,1227,1805,1015,8316
1,37128,37128,12317,421,18,11550,1955,1677,1241,1841,1030,8444
1,40111,40111,13165,445,22,12611,2095,1813,1297,1985,1090,8956
1,43010,43010,14013,469,26,13609,2235,1949,1353,2129,1150,9468
1,40382,40382,13165,445,22,12755,2095,1813,1297,1985,1090,8956
1,37916,37916,12529,427,19,11851,1990,1711,1255,1877,1045,8572
1,38396,38396,12741,433,20,11969,2025,1745,1269,1913,1060,8700
1,40830,40830,13589,457,24,12756,2165,1881,1325,2057,1120,9212
1,38979,38979,12953,439,21,12153,2060,1779,1283,1949,1075,8828
1,37745,37745,12529,427,19,11751,1990,1711,1255,1877,1045,8572
1,37762,37762,12529,427,19,11751,1990,1711,1255,1877,1045,8572
1,42681,42681,14225,475,27,13359,2270,1983,1367,2165,1165,9596
1,36873,36873,12105,415,17,11529,1920,1643,1227,1805,1015,8316
1,42333,42333,13801,463,25,13393,2200,1915,1339,2093,1135,9340
1,39518,39518,12953,439,21,12436,2060,1779,1283,1949,1075,8828
1,41464,41464,13801,463,25,12974,2200,1915,1339,2093,1135,9340
1,39735,39735,13165,445,22,12409,2095,1813,1297,1985,1090,8956
1,39087,39087,12741,433,20,12315,2025,1745,1269,1913,1060,8700
1,38481,38481,12529,427,19,12118,1990,1711,1255,1877,1045,8572
1,38449,38449,12529,427,19,12096,1990,1711,1255,1877,1045,8572
1,36747,36747,12105,415,17,11473,1920,1643,1227,1805,1015,8316
1,37762,37762,12529,427,19,11768,1990,1711,1255,1877,1045,8572
1,41498,41498,13801,463,25,12974,2200,1915,1339,2093,1135,9340
1,39109,39109,12953,439,21,12218,2060,1779,1283,1949,1075,8828
1,38506,38506,12741,433,20,12031,2025,1745,1269,1913,1060,8700
1,38506,38506,12741,433,20,12031,2025,1745,1269,1913,1060,8700
1,39140,39140,12953,439,21,12215,2060,1779,1283,1949,1075,8828
1,38528,38528,12741,433,20,12036,2025,1745,1269,1913,1060,8700
1,36663,36663,12105,415,17,11437,1920,1643,1227,1805,1015,8316
1,39114,39114,12953,439,21,12232,2060,1779,1283,1949,1075,8828
1,41654,41654,13801,463,25,13053,2200,1915,1339,2093,1135,9340
1,36669,36669,12105,415,17,11442,1920,1643,1227,1805,1015,8316
1,39137,39137,12953,439,21,12232,2060,1779,1283,1949,1075,8828
1,40329,40329,13377,451,23,12620,2130,1847,1311,2021,1105,9084
1,42160,42160,14013,469,26,13206,2235,1949,1353,2129,1150,9468
1,37892,37892,12529,427,19,11830,1990,1711,1255,1877,1045,8572
1,36658,36658,12105,415,17,11428,1920,1643,1227,1805,1015,8316
1,38506,38506,12741,433,20,12031,2025,1745,1269,1913,1060,8700
1,40991,40991,13589,457,24,12835,2165,1881,1325,2057,1120,9212
1,39754,39754,13165,445,22,12447,2095,1813,1297,1985,1090,8956
1,41591,41591,13801,463,25,13036,2200,1915,1339,2093,1135,9340
1,38520,38520,12741,433,20,12031,2025,1745,1269,1913,1060,8700
1,37298,37298,12317,421,18,11643,1955,1677,1241,1841,1030,8444
1,38521,38521,12741,433,20,12031,2025,1745,1269,1913,1060,8700
1,40357,40357,13377,451,23,12634,2130,1847,1311,2021,1105,9084
1,40346,40346,13377,451,23,12620,2130,1847,1311,2021,1105,9084
1,39613,39613,13165,445,22,12371,2095,1813,1297,1985,1090,8956
1,38362,38362,12741,433,20,11952,2025,1745,1269,1913,1060,8700
1,42698,42698,14225,475,27,13359,2270,1983,1367,2165,1165,9596
1,43124,43124,14225,475,27,13587,2270,1983,1367,2165,1165,9596
1,38397,38397,12529,427,19,12085,1990,1711,1255,1877,1045,8572
1,37753,37753,12317,421,18,11894,1955,1677,1241,1841,1030,8444
1,42331,42331,13801,463,25,13414,2200,1915,1339,2093,1135,9340
1,43687,43687,14225,475,27,13872,2270,1983,1367,2165,1165,9596
