Packet_Nbre,Cycle,Cycles,Minstret,JMP_STALL,IMISS,LD,ST,JUMP,BRANCH,BRANCH_TAKEN,COMP_INSTR,PIP_STALL
1,37415,37415,12073,218,36,11062,1920,1635,1227,1797,1007,8292
1,43128,43128,13981,254,54,12843,2235,1941,1353,2121,1142,9444
1,43089,43089,13981,254,54,12838,2235,1941,1353,2121,1142,9444
1,41837,41837,13557,245,50,12436,2165,1873,1325,2049,1112,9188
1,38659,38659,12497,225,40,11454,1990,1703,1255,1869,1037,8548
1,43691,43691,14193,258,56,12994,2270,1975,1367,2157,1157,9572
1,38044,38044,12285,222,38,11244,1955,1669,1241,1833,1022,8420
1,38690,38690,12497,226,40,11437,1990,1703,1255,1869,1037,8548
1,38675,38675,12497,226,40,11470,1990,1703,1255,1869,1037,8548
1,39274,39274,12709,230,42,11636,2025,1737,1269,1905,1052,8676
1,39288,39288,12709,230,42,11636,2025,1737,1269,1905,1052,8676
1,37387,37387,12073,218,36,11048,1920,1635,1227,1797,1007,8292
1,43036,43036,13981,254,54,12800,2235,1941,1353,2121,1142,9444
1,41113,41113,13345,242,48,12193,2130,1839,1311,2013,1097,9060
1,38597,38597,12497,226,40,11409,1990,1703,1255,1869,1037,8548
1,37339,37339,12073,218,36,11017,1920,1635,1227,1797,1007,8292
1,39855,39855,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,41164,41164,13345,243,48,12193,2130,1839,1311,2013,1097,9060
1,41759,41759,13557,247,50,12389,2165,1873,1325,2049,1112,9188
1,41130,41130,13345,242,48,12193,2130,1839,1311,2013,1097,9060
1,38597,38597,12497,226,40,11409,1990,1703,1255,1869,1037,8548
1,40500,40500,13133,238,46,11997,2095,1805,1297,1977,1082,8932
1,43646,43646,14193,258,56,12977,2270,1975,1367,2157,1157,9572
1,43629,43629,14193,258,56,12977,2270,1975,1367,2157,1157,9572
1,38597,38597,12497,226,40,11409,1990,1703,1255,1869,1037,8548
1,42388,42388,13769,250,52,12585,2200,1907,1339,2085,1127,9316
1,41113,41113,13345,242,48,12193,2130,1839,1311,2013,1097,9060
1,39855,39855,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,40501,40501,13133,238,46,11997,2095,1805,1297,1977,1082,8932
1,42371,42371,13769,250,52,12585,2200,1907,1339,2085,1127,9316
1,43646,43646,14193,258,56,12977,2270,1975,1367,2157,1157,9572
1,37968,37968,12285,222,38,11213,1955,1669,1241,1833,1022,8420
1,39855,39855,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,37339,37339,12073,218,36,11017,1920,1635,1227,1797,1007,8292
1,43017,43017,13981,254,54,12781,2235,1941,1353,2121,1142,9444
1,43629,43629,14193,258,56,12977,2270,1975,1367,2157,1157,9572
1,39872,39872,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,38597,38597,12497,226,40,11409,1990,1703,1255,1869,1037,8548
1,39855,39855,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,41113,41113,13345,242,48,12193,2130,1839,1311,2013,1097,9060
1,41759,41759,13557,246,50,12389,2165,1873,1325,2049,1112,9188
1,39855,39855,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,41114,41114,13345,242,48,12193,2130,1839,1311,2013,1097,9060
1,39872,39872,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,37968,37968,12285,222,38,11213,1955,1669,1241,1833,1022,8420
1,43629,43629,14193,258,56,12977,2270,1975,1367,2157,1157,9572
1,38614,38614,12497,226,40,11409,1990,1703,1255,1869,1037,8548
1,43629,43629,14193,258,56,12977,2270,1975,1367,2157,1157,9572
1,38597,38597,12497,226,40,11409,1990,1703,1255,1869,1037,8548
1,42422,42422,13769,251,52,12585,2200,1907,1339,2085,1127,9316
1,40552,40552,13133,239,46,11997,2095,1805,1297,1977,1082,8932
1,38019,38019,12285,223,38,11213,1955,1669,1241,1833,1022,8420
1,38648,38648,12497,227,40,11409,1990,1703,1255,1869,1037,8548
1,39311,39311,12709,231,42,11605,2025,1737,1269,1905,1052,8676
1,43119,43119,13981,255,54,12781,2235,1941,1353,2121,1142,9444
1,37421,37421,12073,218,36,11017,1920,1635,1227,1797,1007,8292
1,40339,40339,12921,245,44,11801,2060,1771,1283,1941,1067,8804
1,38686,38686,12497,228,40,11409,1990,1703,1255,1869,1037,8548
1,43036,43036,13981,255,54,12781,2235,1941,1353,2121,1142,9444
1,37339,37339,12073,218,36,11017,1920,1635,1227,1797,1007,8292
1,37968,37968,12285,222,38,11213,1955,1669,1241,1833,1022,8420
1,43017,43017,13981,254,54,12781,2235,1941,1353,2121,1142,9444
1,41742,41742,13557,246,50,12389,2165,1873,1325,2049,1112,9188
1,40484,40484,13133,238,46,11997,2095,1805,1297,1977,1082,8932
1,37339,37339,12073,218,36,11017,1920,1635,1227,1797,1007,8292
1,37968,37968,12285,222,38,11213,1955,1669,1241,1833,1022,8420
1,37968,37968,12285,222,38,11213,1955,1669,1241,1833,1022,8420
1,40501,40501,13133,238,46,11997,2095,1805,1297,1977,1082,8932
1,42371,42371,13769,250,52,12585,2200,1907,1339,2085,1127,9316
1,38597,38597,12497,226,40,11409,1990,1703,1255,1869,1037,8548
1,37968,37968,12285,222,38,11213,1955,1669,1241,1833,1022,8420
1,41759,41759,13557,246,50,12389,2165,1873,1325,2049,1112,9188
1,43000,43000,13981,254,54,12781,2235,1941,1353,2121,1142,9444
1,39872,39872,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,42371,42371,13769,250,52,12585,2200,1907,1339,2085,1127,9316
1,42388,42388,13769,250,52,12585,2200,1907,1339,2085,1127,9316
1,41742,41742,13557,246,50,12389,2165,1873,1325,2049,1112,9188
1,43646,43646,14193,258,56,12977,2270,1975,1367,2157,1157,9572
1,43000,43000,13981,254,54,12781,2235,1941,1353,2121,1142,9444
1,41759,41759,13557,246,50,12389,2165,1873,1325,2049,1112,9188
1,41113,41113,13345,242,48,12193,2130,1839,1311,2013,1097,9060
1,37968,37968,12285,222,38,11213,1955,1669,1241,1833,1022,8420
1,41130,41130,13345,242,48,12193,2130,1839,1311,2013,1097,9060
1,40484,40484,13133,238,46,11997,2095,1805,1297,1977,1082,8932
1,39226,39226,12709,230,42,11605,2025,1737,1269,1905,1052,8676
1,37339,37339,12073,218,36,11017,1920,1635,1227,1797,1007,8292
1,38597,38597,12497,226,40,11409,1990,1703,1255,1869,1037,8548
1,39226,39226,12709,230,42,11605,2025,1737,1269,1905,1052,8676
1,37968,37968,12285,222,38,11213,1955,1669,1241,1833,1022,8420
1,37985,37985,12285,222,38,11213,1955,1669,1241,1833,1022,8420
1,41742,41742,13557,246,50,12389,2165,1873,1325,2049,1112,9188
1,40484,40484,13133,238,46,11997,2095,1805,1297,1977,1082,8932
1,43646,43646,14193,258,56,12977,2270,1975,1367,2157,1157,9572
1,42371,42371,13769,250,52,12585,2200,1907,1339,2085,1127,9316
1,39872,39872,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,40484,40484,13133,238,46,11997,2095,1805,1297,1977,1082,8932
1,42371,42371,13769,250,52,12585,2200,1907,1339,2085,1127,9316
1,41759,41759,13557,246,50,12389,2165,1873,1325,2049,1112,9188
1,39855,39855,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,39226,39226,12709,230,42,11605,2025,1737,1269,1905,1052,8676
1,38597,38597,12497,226,40,11409,1990,1703,1255,1869,1037,8548
1,43646,43646,14193,258,56,12977,2270,1975,1367,2157,1157,9572
1,41759,41759,13557,246,50,12389,2165,1873,1325,2049,1112,9188
1,43000,43000,13981,254,54,12781,2235,1941,1353,2121,1142,9444
1,40484,40484,13133,238,46,11997,2095,1805,1297,1977,1082,8932
1,41130,41130,13345,242,48,12193,2130,1839,1311,2013,1097,9060
1,40484,40484,13133,238,46,11997,2095,1805,1297,1977,1082,8932
1,41113,41113,13345,242,48,12193,2130,1839,1311,2013,1097,9060
1,43017,43017,13981,254,54,12781,2235,1941,1353,2121,1142,9444
1,37339,37339,12073,218,36,11017,1920,1635,1227,1797,1007,8292
1,43017,43017,13981,254,54,12781,2235,1941,1353,2121,1142,9444
1,37968,37968,12285,222,38,11213,1955,1669,1241,1833,1022,8420
1,39855,39855,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,39226,39226,12709,230,42,11605,2025,1737,1269,1905,1052,8676
1,41759,41759,13557,246,50,12389,2165,1873,1325,2049,1112,9188
1,41742,41742,13557,246,50,12389,2165,1873,1325,2049,1112,9188
1,39226,39226,12709,230,42,11605,2025,1737,1269,1905,1052,8676
1,41130,41130,13345,242,48,12193,2130,1839,1311,2013,1097,9060
1,37968,37968,12285,222,38,11213,1955,1669,1241,1833,1022,8420
1,41113,41113,13345,242,48,12193,2130,1839,1311,2013,1097,9060
1,43646,43646,14193,258,56,12977,2270,1975,1367,2157,1157,9572
1,41742,41742,13557,246,50,12389,2165,1873,1325,2049,1112,9188
1,41742,41742,13557,246,50,12389,2165,1873,1325,2049,1112,9188
1,40501,40501,13133,238,46,11997,2095,1805,1297,1977,1082,8932
1,42371,42371,13769,250,52,12585,2200,1907,1339,2085,1127,9316
1,40501,40501,13133,238,46,11997,2095,1805,1297,1977,1082,8932
1,43000,43000,13981,254,54,12781,2235,1941,1353,2121,1142,9444
1,42388,42388,13769,250,52,12585,2200,1907,1339,2085,1127,9316
1,42371,42371,13769,250,52,12585,2200,1907,1339,2085,1127,9316
1,40500,40500,13133,238,46,11997,2095,1805,1297,1977,1082,8932
1,39872,39872,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,39855,39855,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,38597,38597,12497,226,40,11409,1990,1703,1255,1869,1037,8548
1,42388,42388,13769,250,52,12585,2200,1907,1339,2085,1127,9316
1,43016,43016,13981,254,54,12781,2235,1941,1353,2121,1142,9444
1,43017,43017,13981,254,54,12781,2235,1941,1353,2121,1142,9444
1,37968,37968,12285,222,38,11213,1955,1669,1241,1833,1022,8420
1,43000,43000,13981,254,54,12781,2235,1941,1353,2121,1142,9444
1,38597,38597,12497,226,40,11409,1990,1703,1255,1869,1037,8548
1,41760,41760,13557,246,50,12389,2165,1873,1325,2049,1112,9188
1,37339,37339,12073,218,36,11017,1920,1635,1227,1797,1007,8292
1,37968,37968,12285,222,38,11213,1955,1669,1241,1833,1022,8420
1,39855,39855,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,41759,41759,13557,246,50,12389,2165,1873,1325,2049,1112,9188
1,41742,41742,13557,246,50,12389,2165,1873,1325,2049,1112,9188
1,41759,41759,13557,246,50,12389,2165,1873,1325,2049,1112,9188
1,40484,40484,13133,238,46,11997,2095,1805,1297,1977,1082,8932
1,40484,40484,13133,238,46,11997,2095,1805,1297,1977,1082,8932
1,43646,43646,14193,258,56,12977,2270,1975,1367,2157,1157,9572
1,41742,41742,13557,246,50,12389,2165,1873,1325,2049,1112,9188
1,42388,42388,13769,250,52,12585,2200,1907,1339,2085,1127,9316
1,37968,37968,12285,222,38,11213,1955,1669,1241,1833,1022,8420
1,39855,39855,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,38597,38597,12497,226,40,11409,1990,1703,1255,1869,1037,8548
1,38597,38597,12497,226,40,11409,1990,1703,1255,1869,1037,8548
1,40501,40501,13133,238,46,11997,2095,1805,1297,1977,1082,8932
1,37968,37968,12285,222,38,11213,1955,1669,1241,1833,1022,8420
1,43629,43629,14193,258,56,12977,2270,1975,1367,2157,1157,9572
1,43017,43017,13981,254,54,12781,2235,1941,1353,2121,1142,9444
1,39855,39855,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,41759,41759,13557,246,50,12389,2165,1873,1325,2049,1112,9188
1,39855,39855,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,39855,39855,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,41113,41113,13345,242,48,12193,2130,1839,1311,2013,1097,9060
1,39243,39243,12709,230,42,11605,2025,1737,1269,1905,1052,8676
1,43000,43000,13981,254,54,12781,2235,1941,1353,2121,1142,9444
1,40484,40484,13133,238,46,11997,2095,1805,1297,1977,1082,8932
1,41759,41759,13557,246,50,12389,2165,1873,1325,2049,1112,9188
1,43646,43646,14193,258,56,12977,2270,1975,1367,2157,1157,9572
1,43000,43000,13981,254,54,12781,2235,1941,1353,2121,1142,9444
1,37968,37968,12285,222,38,11213,1955,1669,1241,1833,1022,8420
1,38613,38613,12497,226,40,11409,1990,1703,1255,1869,1037,8548
1,42388,42388,13769,250,52,12585,2200,1907,1339,2085,1127,9316
1,43000,43000,13981,254,54,12781,2235,1941,1353,2121,1142,9444
1,42388,42388,13769,250,52,12585,2200,1907,1339,2085,1127,9316
1,41742,41742,13557,246,50,12389,2165,1873,1325,2049,1112,9188
1,38597,38597,12497,226,40,11409,1990,1703,1255,1869,1037,8548
1,39872,39872,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,41742,41742,13557,246,50,12389,2165,1873,1325,2049,1112,9188
1,42388,42388,13769,250,52,12585,2200,1907,1339,2085,1127,9316
1,37968,37968,12285,222,38,11213,1955,1669,1241,1833,1022,8420
1,39855,39855,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,37339,37339,12073,218,36,11017,1920,1635,1227,1797,1007,8292
1,43000,43000,13981,254,54,12781,2235,1941,1353,2121,1142,9444
1,39243,39243,12709,230,42,11605,2025,1737,1269,1905,1052,8676
1,38597,38597,12497,226,40,11409,1990,1703,1255,1869,1037,8548
1,37968,37968,12285,222,38,11213,1955,1669,1241,1833,1022,8420
1,40484,40484,13133,238,46,11997,2095,1805,1297,1977,1082,8932
1,42388,42388,13769,250,52,12585,2200,1907,1339,2085,1127,9316
1,41742,41742,13557,246,50,12389,2165,1873,1325,2049,1112,9188
1,39226,39226,12709,230,42,11605,2025,1737,1269,1905,1052,8676
1,39226,39226,12709,230,42,11605,2025,1737,1269,1905,1052,8676
1,40501,40501,13133,238,46,11997,2095,1805,1297,1977,1082,8932
1,39855,39855,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,42388,42388,13769,250,52,12585,2200,1907,1339,2085,1127,9316
1,39855,39855,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,41113,41113,13345,242,48,12193,2130,1839,1311,2013,1097,9060
1,39855,39855,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,41130,41130,13345,242,48,12193,2130,1839,1311,2013,1097,9060
1,38597,38597,12497,226,40,11409,1990,1703,1255,1869,1037,8548
1,41113,41113,13345,242,48,12193,2130,1839,1311,2013,1097,9060
1,43646,43646,14193,258,56,12977,2270,1975,1367,2157,1157,9572
1,43000,43000,13981,254,54,12781,2235,1941,1353,2121,1142,9444
1,38614,38614,12497,226,40,11409,1990,1703,1255,1869,1037,8548
1,39871,39871,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,39232,39232,12709,230,42,11605,2025,1737,1269,1905,1052,8676
1,41113,41113,13345,242,48,12193,2130,1839,1311,2013,1097,9060
1,42388,42388,13769,250,52,12585,2200,1907,1339,2085,1127,9316
1,38597,38597,12497,226,40,11409,1990,1703,1255,1869,1037,8548
1,41742,41742,13557,246,50,12389,2165,1873,1325,2049,1112,9188
1,38614,38614,12497,226,40,11409,1990,1703,1255,1869,1037,8548
1,43629,43629,14193,258,56,12977,2270,1975,1367,2157,1157,9572
1,41759,41759,13557,246,50,12389,2165,1873,1325,2049,1112,9188
1,40484,40484,13133,238,46,11997,2095,1805,1297,1977,1082,8932
1,43646,43646,14193,258,56,12977,2270,1975,1367,2157,1157,9572
1,39855,39855,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,43000,43000,13981,254,54,12781,2235,1941,1353,2121,1142,9444
1,39243,39243,12709,230,42,11605,2025,1737,1269,1905,1052,8676
1,43629,43629,14193,258,56,12977,2270,1975,1367,2157,1157,9572
1,37968,37968,12285,222,38,11213,1955,1669,1241,1833,1022,8420
1,39872,39872,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,37968,37968,12285,222,38,11213,1955,1669,1241,1833,1022,8420
1,37339,37339,12073,218,36,11017,1920,1635,1227,1797,1007,8292
1,38750,38750,12497,226,40,11483,1990,1703,1255,1869,1037,8548
1,39313,39313,12497,226,40,11779,1990,1703,1255,1869,1037,8548
1,40644,40644,12921,234,44,12190,2060,1771,1283,1941,1067,8804
1,40727,40727,13133,238,46,12127,2095,1805,1297,1977,1082,8932
1,43970,43970,14193,258,56,13134,2270,1975,1367,2157,1157,9572
1,40598,40598,12921,228,44,12193,2060,1771,1283,1941,1067,8804
1,37495,37495,12073,216,36,11101,1920,1635,1227,1797,1007,8292
1,39954,39954,12921,233,44,11852,2060,1771,1283,1941,1067,8804
1,44687,44687,14193,258,56,13520,2270,1975,1367,2157,1157,9572
1,42595,42595,13769,250,52,12697,2200,1907,1339,2085,1127,9316
1,42034,42034,13557,246,50,12541,2165,1873,1325,2049,1112,9188
1,41156,41156,13133,238,46,12337,2095,1805,1297,1977,1082,8932
1,40553,40553,13133,238,46,12030,2095,1805,1297,1977,1082,8932
1,39244,39244,12709,230,42,11622,2025,1737,1269,1905,1052,8676
1,39231,39231,12709,230,42,11605,2025,1737,1269,1905,1052,8676
1,42388,42388,13769,250,52,12585,2200,1907,1339,2085,1127,9316
1,38597,38597,12497,226,40,11409,1990,1703,1255,1869,1037,8548
1,40484,40484,13133,238,46,11997,2095,1805,1297,1977,1082,8932
1,38597,38597,12497,226,40,11409,1990,1703,1255,1869,1037,8548
1,41130,41130,13345,242,48,12193,2130,1839,1311,2013,1097,9060
1,41742,41742,13557,246,50,12389,2165,1873,1325,2049,1112,9188
1,38597,38597,12497,226,40,11409,1990,1703,1255,1869,1037,8548
1,42388,42388,13769,250,52,12585,2200,1907,1339,2085,1127,9316
1,39226,39226,12709,230,42,11605,2025,1737,1269,1905,1052,8676
1,40484,40484,13133,238,46,11997,2095,1805,1297,1977,1082,8932
1,42388,42388,13769,250,52,12585,2200,1907,1339,2085,1127,9316
1,41113,41113,13345,242,48,12193,2130,1839,1311,2013,1097,9060
1,39855,39855,12921,234,44,11801,2060,1771,1283,1941,1067,8804
1,37968,37968,12285,222,38,11213,1955,1669,1241,1833,1022,8420
1,37339,37339,12073,218,36,11017,1920,1635,1227,1797,1007,8292
1,37339,37339,12073,218,36,11017,1920,1635,1227,1797,1007,8292
1,37968,37968,12285,222,38,11213,1955,1669,1241,1833,1022,8420
1,39243,39243,12709,230,42,11605,2025,1737,1269,1905,1052,8676
1,43629,43629,14193,258,56,12977,2270,1975,1367,2157,1157,9572
1,42458,42458,13769,250,52,12619,2200,1907,1339,2085,1127,9316
1,43248,43248,13769,260,52,13009,2200,1907,1339,2085,1127,9316
1,40603,40603,12921,240,44,12170,2060,1771,1283,1941,1067,8804
1,40568,40568,12921,235,44,12154,2060,1771,1283,1941,1067,8804
1,41144,41144,13345,242,48,12224,2130,1839,1311,2013,1097,9060
1,43646,43646,14193,258,56,12977,2270,1975,1367,2157,1157,9572
1,40484,40484,13133,238,46,11997,2095,1805,1297,1977,1082,8932
1,43646,43646,14193,258,56,12977,2270,1975,1367,2157,1157,9572
1,43000,43000,13981,254,54,12781,2235,1941,1353,2121,1142,9444
1,37968,37968,12285,222,38,11213,1955,1669,1241,1833,1022,8420
1,43745,43745,13981,254,54,13069,2235,1941,1353,2121,1142,9444
1,43273,43273,13769,250,52,12834,2200,1907,1339,2085,1127,9316
1,38607,38607,12285,222,38,11525,1955,1669,1241,1833,1022,8420
1,37472,37472,12073,218,36,11097,1920,1635,1227,1797,1007,8292
1,42583,42583,13769,250,52,12695,2200,1907,1339,2085,1127,9316
1,43259,43259,13769,250,52,12827,2200,1907,1339,2085,1127,9316
1,39941,39941,12709,230,42,11957,2025,1737,1269,1905,1052,8676
1,40476,40476,12921,234,44,11867,2060,1771,1283,1941,1067,8804
0,31820,31820,9609,360,9,10952,1590,1324,1087,1377,819,6944
0,31730,31730,10187,378,12,10125,1689,1416,1122,1477,862,7295
0,31728,31728,10187,378,12,10105,1689,1416,1122,1477,862,7295
0,31729,31729,10187,378,12,10106,1689,1416,1122,1477,862,7295
0,31676,31676,10187,378,12,10071,1689,1416,1122,1477,862,7295
0,31045,31045,9975,372,11,9838,1654,1382,1108,1441,847,7167
0,32360,32360,10399,384,13,10321,1724,1450,1136,1513,877,7423
0,31702,31702,10187,378,12,10097,1689,1416,1122,1477,862,7295
0,30407,30407,9763,366,10,9616,1619,1348,1094,1405,832,7039
0,34216,34216,11083,394,14,10977,1791,1512,1170,1629,932,7755
0,33242,33242,10753,387,13,10633,1748,1471,1151,1573,907,7576
0,31949,31949,10329,375,11,10154,1678,1403,1123,1501,877,7320
0,31331,31331,10117,369,10,9952,1643,1369,1109,1465,862,7192
0,32603,32603,10541,381,12,10410,1713,1437,1137,1537,892,7448
0,33255,33255,10753,387,13,10628,1748,1471,1151,1573,907,7576
0,31316,31316,10117,369,10,9937,1643,1369,1109,1465,862,7192
0,30626,30626,9905,363,9,9681,1608,1335,1095,1429,847,7064
0,31307,31307,10117,369,10,9928,1643,1369,1109,1465,862,7192
0,31932,31932,10329,375,11,10155,1678,1403,1123,1501,877,7320
0,32602,32602,10541,381,12,10391,1713,1437,1137,1537,892,7448
0,33280,33280,10753,387,13,10653,1748,1471,1151,1573,907,7576
0,32603,32603,10541,381,12,10410,1713,1437,1137,1537,892,7448
0,32602,32602,10541,381,12,10391,1713,1437,1137,1537,892,7448
0,34220,34220,11083,394,14,10981,1791,1512,1170,1629,932,7755
0,33273,33273,10753,387,13,10646,1748,1471,1151,1573,907,7576
0,31930,31930,10329,375,11,10153,1678,1403,1123,1501,877,7320
0,33259,33259,10753,387,13,10632,1748,1471,1151,1573,907,7576
0,33262,33262,10753,387,13,10635,1748,1471,1151,1573,907,7576
0,31930,31930,10329,375,11,10153,1678,1403,1123,1501,877,7320
0,30655,30655,9905,363,9,9692,1608,1335,1095,1429,847,7064
0,33269,33269,10753,387,13,10642,1748,1471,1151,1573,907,7576
0,34232,34232,11083,394,14,10993,1791,1512,1170,1629,932,7755
0,31951,31951,10329,375,11,10174,1678,1403,1123,1501,877,7320
0,31296,31296,10117,369,10,9917,1643,1369,1109,1465,862,7192
0,32588,32588,10541,381,12,10395,1713,1437,1137,1537,892,7448
0,31949,31949,10329,375,11,10154,1678,1403,1123,1501,877,7320
0,31947,31947,10329,375,11,10152,1678,1403,1123,1501,877,7320
0,32605,32605,10541,381,12,10412,1713,1437,1137,1537,892,7448
0,30641,30641,9905,363,9,9678,1608,1335,1095,1429,847,7064
0,32605,32605,10541,381,12,10394,1713,1437,1137,1537,892,7448
0,30644,30644,9905,363,9,9699,1608,1335,1095,1429,847,7064
0,30640,30640,9905,363,9,9677,1608,1335,1095,1429,847,7064
0,33237,33237,10753,387,13,10628,1748,1471,1151,1573,907,7576
0,31298,31298,10117,369,10,9919,1643,1369,1109,1465,862,7192
0,31279,31279,10117,369,10,9918,1643,1369,1109,1465,862,7192
0,30645,30645,9905,363,9,9682,1608,1335,1095,1429,847,7064
0,30622,30622,9905,363,9,9677,1608,1335,1095,1429,847,7064
0,30649,30649,9905,363,9,9680,1608,1335,1095,1429,847,7064
0,32611,32611,10541,381,12,10400,1713,1437,1137,1537,892,7448
0,31932,31932,10329,375,11,10155,1678,1403,1123,1501,877,7320
0,34242,34242,11083,394,14,11003,1791,1512,1170,1629,932,7755
0,31949,31949,10329,375,11,10154,1678,1403,1123,1501,877,7320
0,30628,30628,9905,363,9,9683,1608,1335,1095,1429,847,7064
0,33257,33257,10753,387,13,10630,1748,1471,1151,1573,907,7576
0,34215,34215,11083,394,14,10976,1791,1512,1170,1629,932,7755
0,34212,34212,11083,394,14,10973,1791,1512,1170,1629,932,7755
0,31949,31949,10329,375,11,10172,1678,1403,1123,1501,877,7320
0,32604,32604,10541,381,12,10393,1713,1437,1137,1537,892,7448
0,32625,32625,10541,381,12,10412,1713,1437,1137,1537,892,7448
0,31951,31951,10329,375,11,10174,1678,1403,1123,1501,877,7320
0,30645,30645,9905,363,9,9682,1608,1335,1095,1429,847,7064
0,30622,30622,9905,363,9,9677,1608,1335,1095,1429,847,7064
0,32612,32612,10541,381,12,10401,1713,1437,1137,1537,892,7448
0,34216,34216,11083,394,14,10977,1791,1512,1170,1629,932,7755
0,33274,33274,10753,387,13,10665,1748,1471,1151,1573,907,7576
0,33273,33273,10753,387,13,10646,1748,1471,1151,1573,907,7576
0,33275,33275,10753,387,13,10648,1748,1471,1151,1573,907,7576
0,34215,34215,11083,394,14,10976,1791,1512,1170,1629,932,7755
0,33241,33241,10753,387,13,10632,1748,1471,1151,1573,907,7576
0,31949,31949,10329,375,11,10154,1678,1403,1123,1501,877,7320
0,31306,31306,10117,369,10,9927,1643,1369,1109,1465,862,7192
0,31972,31972,10329,375,11,10195,1678,1403,1123,1501,877,7320
0,34233,34233,11083,394,14,10994,1791,1512,1170,1629,932,7755
0,31298,31298,10117,369,10,9919,1643,1369,1109,1465,862,7192
0,31279,31279,10117,369,10,9918,1643,1369,1109,1465,862,7192
0,31959,31959,10329,375,11,10164,1678,1403,1123,1501,877,7320
0,34224,34224,11083,394,14,10985,1791,1512,1170,1629,932,7755
0,31930,31930,10329,375,11,10153,1678,1403,1123,1501,877,7320
0,33259,33259,10753,387,13,10632,1748,1471,1151,1573,907,7576
0,33257,33257,10753,387,13,10630,1748,1471,1151,1573,907,7576
0,34219,34219,11083,394,14,10980,1791,1512,1170,1629,932,7755
0,32595,32595,10541,381,12,10402,1713,1437,1137,1537,892,7448
0,31953,31953,10329,375,11,10158,1678,1403,1123,1501,877,7320
0,30640,30640,9905,363,9,9695,1608,1335,1095,1429,847,7064
0,32606,32606,10541,381,12,10395,1713,1437,1137,1537,892,7448
0,31967,31967,10329,375,11,10172,1678,1403,1123,1501,877,7320
0,30626,30626,9905,363,9,9681,1608,1335,1095,1429,847,7064
0,32624,32624,10541,381,12,10413,1713,1437,1137,1537,892,7448
0,33260,33260,10753,387,13,10633,1748,1471,1151,1573,907,7576
0,30624,30624,9905,363,9,9679,1608,1335,1095,1429,847,7064
0,31303,31303,10117,369,10,9924,1643,1369,1109,1465,862,7192
0,31277,31277,10117,369,10,9916,1643,1369,1109,1465,862,7192
0,34228,34228,11083,394,14,10989,1791,1512,1170,1629,932,7755
0,34217,34217,11083,394,14,10978,1791,1512,1170,1629,932,7755
0,33260,33260,10753,387,13,10633,1748,1471,1151,1573,907,7576
0,31930,31930,10329,375,11,10153,1678,1403,1123,1501,877,7320
0,33275,33275,10753,387,13,10648,1748,1471,1151,1573,907,7576
0,32602,32602,10541,381,12,10391,1713,1437,1137,1537,892,7448
0,32605,32605,10541,381,12,10412,1713,1437,1137,1537,892,7448
0,33529,33529,10895,384,12,10730,1737,1458,1152,1597,922,7601
0,32205,32205,10471,372,10,10238,1667,1390,1124,1525,892,7345
0,32188,32188,10471,372,10,10239,1667,1390,1124,1525,892,7345
0,33528,33528,10895,384,12,10729,1737,1458,1152,1597,922,7601
0,35137,35137,11437,397,14,11310,1815,1533,1185,1689,962,7908
0,33500,33500,10895,384,12,10719,1737,1458,1152,1597,922,7601
0,34162,34162,11107,390,13,10947,1772,1492,1166,1633,937,7729
0,35128,35128,11437,397,14,11301,1815,1533,1185,1689,962,7908
0,31546,31546,10259,366,9,10013,1632,1356,1110,1489,877,7217
0,32892,32892,10683,378,11,10509,1702,1424,1138,1561,907,7473
0,35139,35139,11437,397,14,11311,1815,1533,1185,1689,962,7908
0,34166,34166,11107,390,13,10951,1772,1492,1166,1633,937,7729
0,33546,33546,10895,384,12,10765,1737,1458,1152,1597,922,7601
0,31552,31552,10259,366,9,10001,1632,1356,1110,1489,877,7217
0,35122,35122,11437,397,14,11295,1815,1533,1185,1689,962,7908
